,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,added_at,song_title,artists,Popularity,popularity
395,0.000839,https://api.spotify.com/v1/audio-analysis/1fV2rHtDwUpXqMxDZ8SGhG,0.743,311312,0.796,1fV2rHtDwUpXqMxDZ8SGhG,0.588,2,0.0431,-4.306,1,0.0366,127.974,4,https://api.spotify.com/v1/tracks/1fV2rHtDwUpXqMxDZ8SGhG,audio_features,spotify:track:1fV2rHtDwUpXqMxDZ8SGhG,0.216,2018-10-02T04:11:11Z,Snake,Blasterjaxx,,0
396,0.00156,https://api.spotify.com/v1/audio-analysis/4ukaA0WQmoxYi1WFxDCAYe,0.506,195000,0.973,4ukaA0WQmoxYi1WFxDCAYe,0.00809,0,0.139,-3.355,0,0.0706,127.961,4,https://api.spotify.com/v1/tracks/4ukaA0WQmoxYi1WFxDCAYe,audio_features,spotify:track:4ukaA0WQmoxYi1WFxDCAYe,0.131,2018-10-01T23:38:03Z,Heaven - Maestro Harrell Remix,"Dash Berlin,Do,Maestro Harrell",,28
397,0.00368,https://api.spotify.com/v1/audio-analysis/6OgkigekZ6kxX2fcvivzaX,0.545,174400,0.99,6OgkigekZ6kxX2fcvivzaX,0.738,1,0.283,-2.756,1,0.0347,127.993,4,https://api.spotify.com/v1/tracks/6OgkigekZ6kxX2fcvivzaX,audio_features,spotify:track:6OgkigekZ6kxX2fcvivzaX,0.142,2018-10-01T23:25:36Z,2012,"Afrojack,Chico Rose",,40
398,0.0201,https://api.spotify.com/v1/audio-analysis/6euCkVtAx92WwIaieTJEyK,0.611,226875,0.746,6euCkVtAx92WwIaieTJEyK,5.74e-06,0,0.557,-4.615,0,0.0765,127.99,4,https://api.spotify.com/v1/tracks/6euCkVtAx92WwIaieTJEyK,audio_features,spotify:track:6euCkVtAx92WwIaieTJEyK,0.263,2018-10-01T23:23:31Z,Carry You Home - Tiësto's Big Room Mix,"Tiësto,Stargate,Aloe Blacc",,3
399,0.000342,https://api.spotify.com/v1/audio-analysis/11NW0Oxsyz8anQlRuIOV0g,0.551,165000,0.922,11NW0Oxsyz8anQlRuIOV0g,1.82e-05,7,0.121,-3.884,1,0.109,128.05,4,https://api.spotify.com/v1/tracks/11NW0Oxsyz8anQlRuIOV0g,audio_features,spotify:track:11NW0Oxsyz8anQlRuIOV0g,0.33,2018-10-01T23:21:37Z,Anthem,"Dzeko,Riggi & Piros",,1
400,0.000607,https://api.spotify.com/v1/audio-analysis/08Rje1UmwGCtEcdqfWTZm8,0.571,144369,0.953,08Rje1UmwGCtEcdqfWTZm8,0.436,5,0.306,-2.233,0,0.0385,127.986,4,https://api.spotify.com/v1/tracks/08Rje1UmwGCtEcdqfWTZm8,audio_features,spotify:track:08Rje1UmwGCtEcdqfWTZm8,0.13,2018-10-01T23:21:02Z,Break The House Down,"Tiësto,MOTi",,1
401,0.0342,https://api.spotify.com/v1/audio-analysis/1ZoHuLxbQho7N5ioKA6Hx1,0.623,269907,0.998,1ZoHuLxbQho7N5ioKA6Hx1,0.853,5,0.862,-1.436,1,0.0364,127.988,4,https://api.spotify.com/v1/tracks/1ZoHuLxbQho7N5ioKA6Hx1,audio_features,spotify:track:1ZoHuLxbQho7N5ioKA6Hx1,0.679,2018-10-01T23:20:43Z,C.U.B.A,Calvin Harris,,45
402,0.022,https://api.spotify.com/v1/audio-analysis/75lRIHDteNPr9hEjLEjCZ6,0.841,198750,0.83,75lRIHDteNPr9hEjLEjCZ6,4.31e-06,10,0.398,-4.641,0,0.0733,127.98,4,https://api.spotify.com/v1/tracks/75lRIHDteNPr9hEjLEjCZ6,audio_features,spotify:track:75lRIHDteNPr9hEjLEjCZ6,0.508,2018-10-01T23:16:05Z,Jackie Chan - Tiësto Big Room Mix,"Tiësto,Dzeko,Preme,Post Malone",,41
403,0.0117,https://api.spotify.com/v1/audio-analysis/2Xqd0wUttjueBfdcltADOv,0.838,245387,0.771,2Xqd0wUttjueBfdcltADOv,0.0,1,0.0853,-3.791,1,0.244,175.957,4,https://api.spotify.com/v1/tracks/2Xqd0wUttjueBfdcltADOv,audio_features,spotify:track:2Xqd0wUttjueBfdcltADOv,0.405,2018-10-01T21:29:18Z,No Limit,"G-Eazy,A$AP Rocky,Cardi B",,71
404,0.139,https://api.spotify.com/v1/audio-analysis/0wGxHftiB6j0SDzrFkF2G7,0.623,215336,0.681,0wGxHftiB6j0SDzrFkF2G7,0.0,7,0.0946,-3.49,1,0.0268,121.98,4,https://api.spotify.com/v1/tracks/0wGxHftiB6j0SDzrFkF2G7,audio_features,spotify:track:0wGxHftiB6j0SDzrFkF2G7,0.453,2018-10-01T13:28:31Z,Paradise,"Nicky Romero,Deniz Koyu,Walk Off the Earth",,40
405,0.301,https://api.spotify.com/v1/audio-analysis/4LSkEJ5P5MV0y3PZqw7guJ,0.518,162925,0.577,4LSkEJ5P5MV0y3PZqw7guJ,0.0,1,0.0639,-8.053,1,0.0621,79.253,3,https://api.spotify.com/v1/tracks/4LSkEJ5P5MV0y3PZqw7guJ,audio_features,spotify:track:4LSkEJ5P5MV0y3PZqw7guJ,0.462,2018-10-01T13:26:02Z,Sober,"Cheat Codes,Nicky Romero",,52
406,0.00557,https://api.spotify.com/v1/audio-analysis/17bkwgLoC3N53jSksfllYX,0.698,198281,0.875,17bkwgLoC3N53jSksfllYX,1.88e-06,11,0.0618,-4.665,1,0.0824,115.012,4,https://api.spotify.com/v1/tracks/17bkwgLoC3N53jSksfllYX,audio_features,spotify:track:17bkwgLoC3N53jSksfllYX,0.39,2018-10-01T13:25:10Z,Be Somebody,"Steve Aoki,Nicky Romero,Kiiara",,41
407,0.328,https://api.spotify.com/v1/audio-analysis/591nHHHzZl1NLt9PMKpinM,0.511,208320,0.807,591nHHHzZl1NLt9PMKpinM,0.000146,6,0.316,-3.699,0,0.0374,127.929,4,https://api.spotify.com/v1/tracks/591nHHHzZl1NLt9PMKpinM,audio_features,spotify:track:591nHHHzZl1NLt9PMKpinM,0.586,2018-10-01T13:22:05Z,I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,"Avicii,Nicky Romero",,58
408,0.129,https://api.spotify.com/v1/audio-analysis/4J4zx8xGJpuGndrVc06KaT,0.499,239835,0.638,4J4zx8xGJpuGndrVc06KaT,0.0,0,0.631,-6.145,1,0.0438,89.98,4,https://api.spotify.com/v1/tracks/4J4zx8xGJpuGndrVc06KaT,audio_features,spotify:track:4J4zx8xGJpuGndrVc06KaT,0.253,2018-09-30T19:41:46Z,Diamond Heart,"Alan Walker,Sophia Somajo",,71
409,0.00237,https://api.spotify.com/v1/audio-analysis/6Jgg7hrMuBzoJ0TG8tD28G,0.554,216441,0.848,6Jgg7hrMuBzoJ0TG8tD28G,0.0,5,0.185,-4.075,0,0.0745,144.996,4,https://api.spotify.com/v1/tracks/6Jgg7hrMuBzoJ0TG8tD28G,audio_features,spotify:track:6Jgg7hrMuBzoJ0TG8tD28G,0.286,2018-09-28T22:54:32Z,Everytime We Touch (Hardwell & Maurice West Remix),"Cascada,Hardwell,Maurice West",,43
410,0.0453,https://api.spotify.com/v1/audio-analysis/7rfiXyFb5M9BqdkvKvVEiB,0.728,228707,0.811,7rfiXyFb5M9BqdkvKvVEiB,2.07e-06,7,0.362,-4.278,1,0.0564,114.995,4,https://api.spotify.com/v1/tracks/7rfiXyFb5M9BqdkvKvVEiB,audio_features,spotify:track:7rfiXyFb5M9BqdkvKvVEiB,0.705,2018-09-28T14:50:59Z,"My Love (feat. Major Lazer, WizKid, Dua Lipa)","Wale,Major Lazer,WizKid,Dua Lipa",,62
411,0.00383,https://api.spotify.com/v1/audio-analysis/3EmmCZoqpWOTY1g2GBwJoR,0.647,198774,0.932,3EmmCZoqpWOTY1g2GBwJoR,1.5e-06,11,0.0574,-3.515,1,0.0824,114.991,4,https://api.spotify.com/v1/tracks/3EmmCZoqpWOTY1g2GBwJoR,audio_features,spotify:track:3EmmCZoqpWOTY1g2GBwJoR,0.374,2018-09-28T02:17:44Z,Just Hold On,"Steve Aoki,Louis Tomlinson",,67
412,0.0882,https://api.spotify.com/v1/audio-analysis/575NJxNUVDqwJGdzBrlLbv,0.694,201253,0.852,575NJxNUVDqwJGdzBrlLbv,0.0,7,0.334,-5.34,0,0.257,107.178,4,https://api.spotify.com/v1/tracks/575NJxNUVDqwJGdzBrlLbv,audio_features,spotify:track:575NJxNUVDqwJGdzBrlLbv,0.377,2018-09-27T13:38:56Z,Lost In Japan - Remix,"Shawn Mendes,Zedd",,75
413,0.269,https://api.spotify.com/v1/audio-analysis/6jreFSOTUAViWjKyzOC4Kg,0.601,190295,0.775,6jreFSOTUAViWjKyzOC4Kg,0.0,0,0.0883,-4.612,1,0.0473,119.964,4,https://api.spotify.com/v1/tracks/6jreFSOTUAViWjKyzOC4Kg,audio_features,spotify:track:6jreFSOTUAViWjKyzOC4Kg,0.483,2018-09-27T04:32:06Z,REMEDY,Alesso,,76
414,0.0106,https://api.spotify.com/v1/audio-analysis/4ycrM18sdB00uShi9rMWgS,0.471,200574,0.762,4ycrM18sdB00uShi9rMWgS,0.0,3,0.489,-2.646,1,0.0468,128.12,4,https://api.spotify.com/v1/tracks/4ycrM18sdB00uShi9rMWgS,audio_features,spotify:track:4ycrM18sdB00uShi9rMWgS,0.343,2018-09-27T04:30:26Z,Rise (ft. Matluck),"Nicky Romero,Stadiumx,Matluck",,24
415,0.000732,https://api.spotify.com/v1/audio-analysis/0ttPiazh17aXIo5NIckHES,0.636,221250,0.879,0ttPiazh17aXIo5NIckHES,0.446,10,0.324,-2.862,1,0.0702,128.004,4,https://api.spotify.com/v1/tracks/0ttPiazh17aXIo5NIckHES,audio_features,spotify:track:0ttPiazh17aXIo5NIckHES,0.395,2018-09-27T04:14:36Z,Calabria - Firebeatz Remix,"Rune RK,Firebeatz",,4
416,0.00362,https://api.spotify.com/v1/audio-analysis/3VF9NHOC5jHwwVuZx1FF86,0.551,151875,0.96,3VF9NHOC5jHwwVuZx1FF86,0.339,8,0.494,-4.412,1,0.157,128.028,4,https://api.spotify.com/v1/tracks/3VF9NHOC5jHwwVuZx1FF86,audio_features,spotify:track:3VF9NHOC5jHwwVuZx1FF86,0.229,2018-09-27T03:25:28Z,Wild At Heart,Riggi & Piros,,13
417,0.00968,https://api.spotify.com/v1/audio-analysis/30BBwDTjwHQf1ixFGaE2o2,0.738,311211,0.953,30BBwDTjwHQf1ixFGaE2o2,0.0115,11,0.0501,-2.633,1,0.124,127.989,4,https://api.spotify.com/v1/tracks/30BBwDTjwHQf1ixFGaE2o2,audio_features,spotify:track:30BBwDTjwHQf1ixFGaE2o2,0.54,2018-09-27T03:17:37Z,Booyah,"Showtek,We Are Loud,Sonny Wilson",,50
418,0.203,https://api.spotify.com/v1/audio-analysis/2iqIPpMrW9DCcs6XmxNFsY,0.742,200727,0.951,2iqIPpMrW9DCcs6XmxNFsY,0.00544,9,0.0674,-3.264,0,0.0524,110.002,4,https://api.spotify.com/v1/tracks/2iqIPpMrW9DCcs6XmxNFsY,audio_features,spotify:track:2iqIPpMrW9DCcs6XmxNFsY,0.679,2018-09-26T22:04:19Z,Bad At Love - Dillon Francis Remix,"Halsey,Dillon Francis",,54
419,0.00778,https://api.spotify.com/v1/audio-analysis/65ES1qwOB577ZnTkizMXJJ,0.898,156800,0.935,65ES1qwOB577ZnTkizMXJJ,3.63e-05,11,0.217,-2.744,1,0.291,150.016,4,https://api.spotify.com/v1/tracks/65ES1qwOB577ZnTkizMXJJ,audio_features,spotify:track:65ES1qwOB577ZnTkizMXJJ,0.884,2018-09-26T13:29:48Z,HUMBLE. - SKRILLEX REMIX,"Skrillex,Kendrick Lamar",,69
420,0.0956,https://api.spotify.com/v1/audio-analysis/45Egmo7icyopuzJN0oMEdk,0.708,201707,0.648,45Egmo7icyopuzJN0oMEdk,0.0,6,0.134,-5.626,1,0.0449,143.955,4,https://api.spotify.com/v1/tracks/45Egmo7icyopuzJN0oMEdk,audio_features,spotify:track:45Egmo7icyopuzJN0oMEdk,0.338,2018-09-26T13:27:30Z,Love Lies (with Normani),"Khalid,Normani",,78
421,0.555,https://api.spotify.com/v1/audio-analysis/0d2iYfpKoM0QCKvcLCkBao,0.56,173800,0.68,0d2iYfpKoM0QCKvcLCkBao,0.0,6,0.116,-7.648,0,0.321,89.391,4,https://api.spotify.com/v1/tracks/0d2iYfpKoM0QCKvcLCkBao,audio_features,spotify:track:0d2iYfpKoM0QCKvcLCkBao,0.319,2018-09-26T13:25:19Z,Eastside (with Halsey & Khalid),"benny blanco,Halsey,Khalid",,83
422,0.313,https://api.spotify.com/v1/audio-analysis/3ehCTKndmZxf0lb9LS9ffX,0.629,264819,0.458,3ehCTKndmZxf0lb9LS9ffX,0.0,2,0.0795,-8.251,1,0.0285,128.442,4,https://api.spotify.com/v1/tracks/3ehCTKndmZxf0lb9LS9ffX,audio_features,spotify:track:3ehCTKndmZxf0lb9LS9ffX,0.204,2018-09-26T04:28:09Z,How Do I Live Without You,Cover Queens,,29
423,0.0022,https://api.spotify.com/v1/audio-analysis/2OccinWNEPIEmZPkqnLPSR,0.675,158555,0.992,2OccinWNEPIEmZPkqnLPSR,0.221,7,0.387,-0.533,0,0.0605,128.034,4,https://api.spotify.com/v1/tracks/2OccinWNEPIEmZPkqnLPSR,audio_features,spotify:track:2OccinWNEPIEmZPkqnLPSR,0.483,2018-09-26T04:15:43Z,Bomb A Drop,Garmiani,,2
424,0.169,https://api.spotify.com/v1/audio-analysis/24CXuh2WNpgeSYUOvz14jk,0.539,225373,0.98,24CXuh2WNpgeSYUOvz14jk,0.982,11,0.084,-8.18,0,0.0469,136.087,4,https://api.spotify.com/v1/tracks/24CXuh2WNpgeSYUOvz14jk,audio_features,spotify:track:24CXuh2WNpgeSYUOvz14jk,0.522,2018-09-26T04:11:48Z,Sandstorm - Radio Edit,Darude,,58
425,0.299,https://api.spotify.com/v1/audio-analysis/5BIjJP1zlOa3iY65RSkXkr,0.605,208562,0.783,5BIjJP1zlOa3iY65RSkXkr,0.000175,3,0.133,-4.271,1,0.0324,124.015,4,https://api.spotify.com/v1/tracks/5BIjJP1zlOa3iY65RSkXkr,audio_features,spotify:track:5BIjJP1zlOa3iY65RSkXkr,0.105,2018-09-25T03:08:10Z,Nevada (feat. Cozi Zuehlsdorff),"Vicetone,Cozi Zuehlsdorff",,28
426,0.00134,https://api.spotify.com/v1/audio-analysis/5Aj9oGHtVlFveklrDMdjSv,0.732,226491,0.869,5Aj9oGHtVlFveklrDMdjSv,0.426,9,0.126,-3.523,1,0.0737,130.006,4,https://api.spotify.com/v1/tracks/5Aj9oGHtVlFveklrDMdjSv,audio_features,spotify:track:5Aj9oGHtVlFveklrDMdjSv,0.288,2018-09-25T01:25:04Z,Switch,"Blasterjaxx,Bassjackers",,49
427,0.00784,https://api.spotify.com/v1/audio-analysis/1pEJwQb342L0x1VAN9wLbJ,0.764,208635,0.943,1pEJwQb342L0x1VAN9wLbJ,0.104,8,0.0699,-4.047,1,0.0711,129.961,4,https://api.spotify.com/v1/tracks/1pEJwQb342L0x1VAN9wLbJ,audio_features,spotify:track:1pEJwQb342L0x1VAN9wLbJ,0.207,2018-09-25T01:19:26Z,Narco,"Blasterjaxx,Timmy Trumpet",,3
428,0.919,https://api.spotify.com/v1/audio-analysis/5dXI2NV7X2c4anyLFbQdEX,0.616,191000,0.204,5dXI2NV7X2c4anyLFbQdEX,0.0,6,0.106,-11.421,0,0.0331,79.826,4,https://api.spotify.com/v1/tracks/5dXI2NV7X2c4anyLFbQdEX,audio_features,spotify:track:5dXI2NV7X2c4anyLFbQdEX,0.419,2018-09-24T19:09:06Z,Honesty,Pink Sweat$,,58
429,0.00124,https://api.spotify.com/v1/audio-analysis/6X7PK2UQMUU36ux9pynSkV,0.719,191258,0.79,6X7PK2UQMUU36ux9pynSkV,0.0443,11,0.0786,-8.765,0,0.038,118.017,4,https://api.spotify.com/v1/tracks/6X7PK2UQMUU36ux9pynSkV,audio_features,spotify:track:6X7PK2UQMUU36ux9pynSkV,0.425,2018-09-24T16:11:58Z,Drive (feat. Delilah Montagu) - Edit,"Black Coffee,David Guetta,Delilah Montagu",,64
430,0.00182,https://api.spotify.com/v1/audio-analysis/05LvE6ySn6hEcHdAJ7N19z,0.76,248036,0.964,05LvE6ySn6hEcHdAJ7N19z,0.7,2,0.0974,-5.844,1,0.0576,125.0,4,https://api.spotify.com/v1/tracks/05LvE6ySn6hEcHdAJ7N19z,audio_features,spotify:track:05LvE6ySn6hEcHdAJ7N19z,0.641,2018-09-24T16:08:42Z,Losing It,FISHER,,17
431,0.0154,https://api.spotify.com/v1/audio-analysis/3K4ywyPCdpF9evoL7Z3z1b,0.677,208096,0.848,3K4ywyPCdpF9evoL7Z3z1b,0.00111,7,0.277,-6.14,0,0.0741,125.068,4,https://api.spotify.com/v1/tracks/3K4ywyPCdpF9evoL7Z3z1b,audio_features,spotify:track:3K4ywyPCdpF9evoL7Z3z1b,0.469,2018-09-24T15:54:24Z,Deep End (feat. JHart) - Eden Prince Remix,"KREAM,JHart,Eden Prince",,64
432,0.191,https://api.spotify.com/v1/audio-analysis/2dpaYNEQHiRxtZbfNsse99,0.687,214290,0.792,2dpaYNEQHiRxtZbfNsse99,0.0,5,0.167,-2.749,1,0.0452,100.015,4,https://api.spotify.com/v1/tracks/2dpaYNEQHiRxtZbfNsse99,audio_features,spotify:track:2dpaYNEQHiRxtZbfNsse99,0.671,2018-09-24T15:50:05Z,Happier,"Marshmello,Bastille",,88
433,0.0984,https://api.spotify.com/v1/audio-analysis/4T3fNx3CgwDRRYgmFCbD4J,0.442,229413,0.585,4T3fNx3CgwDRRYgmFCbD4J,0.391,0,0.14,-10.332,0,0.0964,97.565,4,https://api.spotify.com/v1/tracks/4T3fNx3CgwDRRYgmFCbD4J,audio_features,spotify:track:4T3fNx3CgwDRRYgmFCbD4J,0.116,2018-09-24T13:31:30Z,Better,Khalid,,74
434,0.0415,https://api.spotify.com/v1/audio-analysis/4IMyXN5fxdQib60dcLBwza,0.579,172608,0.789,4IMyXN5fxdQib60dcLBwza,0.000268,7,0.705,-4.668,1,0.0318,128.041,4,https://api.spotify.com/v1/tracks/4IMyXN5fxdQib60dcLBwza,audio_features,spotify:track:4IMyXN5fxdQib60dcLBwza,0.453,2018-09-21T20:35:05Z,Rocket,Mike Williams,,51
435,0.00107,https://api.spotify.com/v1/audio-analysis/29kkscXLAPGQnJDMPLBw78,0.608,191267,0.993,29kkscXLAPGQnJDMPLBw78,0.912,5,0.547,-3.056,1,0.193,144.013,4,https://api.spotify.com/v1/tracks/29kkscXLAPGQnJDMPLBw78,audio_features,spotify:track:29kkscXLAPGQnJDMPLBw78,0.31,2018-09-21T00:09:05Z,Propaganda - SAYMYNAME Remix,DJ Snake,,0
436,0.00664,https://api.spotify.com/v1/audio-analysis/4qHV3TIuG6gLgJpFJD2ZTq,0.565,232158,0.988,4qHV3TIuG6gLgJpFJD2ZTq,0.0508,9,0.0935,-1.448,1,0.145,150.05,4,https://api.spotify.com/v1/tracks/4qHV3TIuG6gLgJpFJD2ZTq,audio_features,spotify:track:4qHV3TIuG6gLgJpFJD2ZTq,0.0316,2018-09-21T00:06:05Z,THE DROP,Gammer,,11
437,0.00417,https://api.spotify.com/v1/audio-analysis/337KbThNHTghPQrZndXEFN,0.668,253200,0.962,337KbThNHTghPQrZndXEFN,0.0352,9,0.177,-1.326,1,0.0754,150.05,4,https://api.spotify.com/v1/tracks/337KbThNHTghPQrZndXEFN,audio_features,spotify:track:337KbThNHTghPQrZndXEFN,0.335,2018-09-21T00:06:00Z,Follow - Zomboy Remix,"Bro Safari,Zomboy",,39
438,0.00114,https://api.spotify.com/v1/audio-analysis/70H8KRBMZfiBeHHW1cWYvp,0.793,370313,0.943,70H8KRBMZfiBeHHW1cWYvp,0.645,8,0.017,-3.278,0,0.0632,127.999,4,https://api.spotify.com/v1/tracks/70H8KRBMZfiBeHHW1cWYvp,audio_features,spotify:track:70H8KRBMZfiBeHHW1cWYvp,0.0644,2018-09-21T00:05:49Z,Welcome To The Jungle - Original Mix,"Alvaro,Mercer,Lil Jon",,38
439,0.0919,https://api.spotify.com/v1/audio-analysis/6hvN8W3fQKO7cDowtr6vqg,0.824,234375,0.995,6hvN8W3fQKO7cDowtr6vqg,0.453,5,0.264,-3.118,0,0.285,128.026,4,https://api.spotify.com/v1/tracks/6hvN8W3fQKO7cDowtr6vqg,audio_features,spotify:track:6hvN8W3fQKO7cDowtr6vqg,0.103,2018-09-21T00:04:45Z,Eat My Dust,Eptic,,0
440,0.0112,https://api.spotify.com/v1/audio-analysis/1N7YeVU0ZwAFbOhwM61ef6,0.578,220850,0.694,1N7YeVU0ZwAFbOhwM61ef6,0.0,5,0.102,-5.351,1,0.0706,129.921,4,https://api.spotify.com/v1/tracks/1N7YeVU0ZwAFbOhwM61ef6,audio_features,spotify:track:1N7YeVU0ZwAFbOhwM61ef6,0.268,2018-09-20T13:40:26Z,Head Above Water,Avril Lavigne,,26
441,0.188,https://api.spotify.com/v1/audio-analysis/14k6gKt31iYXzUrsF8fyXH,0.621,249318,0.76,14k6gKt31iYXzUrsF8fyXH,0.0,4,0.185,-3.241,0,0.253,89.842,4,https://api.spotify.com/v1/tracks/14k6gKt31iYXzUrsF8fyXH,audio_features,spotify:track:14k6gKt31iYXzUrsF8fyXH,0.432,2018-09-19T21:19:35Z,Fear,MINO,,42
442,0.161,https://api.spotify.com/v1/audio-analysis/1xsVXmfUD03ghiYhGu3CKj,0.429,362180,0.607,1xsVXmfUD03ghiYhGu3CKj,0.0024,1,0.661,-5.907,1,0.041,80.029,4,https://api.spotify.com/v1/tracks/1xsVXmfUD03ghiYhGu3CKj,audio_features,spotify:track:1xsVXmfUD03ghiYhGu3CKj,0.159,2018-09-19T04:54:16Z,surface,"San Holo,Caspian",,0
443,0.0559,https://api.spotify.com/v1/audio-analysis/45uKxeUyEAdy3wdlOWhHBJ,0.787,180478,0.527,45uKxeUyEAdy3wdlOWhHBJ,0.000713,6,0.0975,-7.318,1,0.0282,110.007,4,https://api.spotify.com/v1/tracks/45uKxeUyEAdy3wdlOWhHBJ,audio_features,spotify:track:45uKxeUyEAdy3wdlOWhHBJ,0.913,2018-09-18T04:39:12Z,When We're Together,Joshua Radin,,29
444,0.166,https://api.spotify.com/v1/audio-analysis/0qQBuGsT79rKtmmfC0V38x,0.687,256360,0.914,0qQBuGsT79rKtmmfC0V38x,0.0,6,0.0858,-5.02,1,0.0437,126.001,4,https://api.spotify.com/v1/tracks/0qQBuGsT79rKtmmfC0V38x,audio_features,spotify:track:0qQBuGsT79rKtmmfC0V38x,0.675,2018-09-16T08:18:15Z,Haru Haru,BIGBANG,,58
445,0.0156,https://api.spotify.com/v1/audio-analysis/7IWTIkiWGWNQyYfOLdMrGD,0.594,200322,0.722,7IWTIkiWGWNQyYfOLdMrGD,0.0,4,0.0667,-5.751,0,0.0398,127.877,4,https://api.spotify.com/v1/tracks/7IWTIkiWGWNQyYfOLdMrGD,audio_features,spotify:track:7IWTIkiWGWNQyYfOLdMrGD,0.407,2018-09-14T14:52:16Z,Burn Out (feat. Dewain Whitmore),"Martin Garrix,Justin Mylo,Dewain Whitmore",,70
446,0.00108,https://api.spotify.com/v1/audio-analysis/62N2JSA0jHmSH7Va9t7hIf,0.735,258933,0.686,62N2JSA0jHmSH7Va9t7hIf,0.871,4,0.0933,-7.562,0,0.0366,121.011,4,https://api.spotify.com/v1/tracks/62N2JSA0jHmSH7Va9t7hIf,audio_features,spotify:track:62N2JSA0jHmSH7Va9t7hIf,0.0656,2018-09-13T03:02:36Z,Habits (Stay High) - Hippie Sabotage Remix,"Tove Lo,Hippie Sabotage",,62
447,0.00441,https://api.spotify.com/v1/audio-analysis/5mvXiroNv8swMbCaKOwuuN,0.63,224052,0.851,5mvXiroNv8swMbCaKOwuuN,0.0218,1,0.0939,-4.61,1,0.319,150.054,4,https://api.spotify.com/v1/tracks/5mvXiroNv8swMbCaKOwuuN,audio_features,spotify:track:5mvXiroNv8swMbCaKOwuuN,0.573,2018-09-13T03:00:52Z,Pop Dat,"4B,Aazar",,54
448,0.0145,https://api.spotify.com/v1/audio-analysis/5wAGSHcFqFD9NVb3eTq7aB,0.61,196010,0.956,5wAGSHcFqFD9NVb3eTq7aB,3.33e-05,5,0.133,-3.041,0,0.0752,150.0,4,https://api.spotify.com/v1/tracks/5wAGSHcFqFD9NVb3eTq7aB,audio_features,spotify:track:5wAGSHcFqFD9NVb3eTq7aB,0.785,2018-09-13T02:50:20Z,Set Me Free,"Diplo,LIZ",,39
449,0.00538,https://api.spotify.com/v1/audio-analysis/2XhNQkztryb8TRLYnxpQmr,0.661,281250,0.957,2XhNQkztryb8TRLYnxpQmr,0.132,6,0.0622,-3.486,1,0.0898,127.948,4,https://api.spotify.com/v1/tracks/2XhNQkztryb8TRLYnxpQmr,audio_features,spotify:track:2XhNQkztryb8TRLYnxpQmr,0.263,2018-09-13T02:46:46Z,Freak,"Deorro,Steve Aoki,Diplo,Steve Bays",,46
450,0.11,https://api.spotify.com/v1/audio-analysis/3lYPk1b8Ai6R6zvayGyRbW,0.817,194508,0.399,3lYPk1b8Ai6R6zvayGyRbW,0.0,10,0.122,-5.482,0,0.076,90.015,4,https://api.spotify.com/v1/tracks/3lYPk1b8Ai6R6zvayGyRbW,audio_features,spotify:track:3lYPk1b8Ai6R6zvayGyRbW,0.3,2018-09-12T13:06:38Z,ZUTTER (GD&T.O.P),BIGBANG,,51
451,0.0102,https://api.spotify.com/v1/audio-analysis/7Cy5lVtive8cM718xgr1TN,0.823,195036,0.685,7Cy5lVtive8cM718xgr1TN,0.0,4,0.0986,-2.507,0,0.253,170.159,4,https://api.spotify.com/v1/tracks/7Cy5lVtive8cM718xgr1TN,audio_features,spotify:track:7Cy5lVtive8cM718xgr1TN,0.505,2018-09-12T04:17:41Z,Papillon,Jackson Wang,,56
452,0.0192,https://api.spotify.com/v1/audio-analysis/5hxIWOdB3YAwuRMcdYUXNB,0.611,315000,0.835,5hxIWOdB3YAwuRMcdYUXNB,8.92e-06,3,0.0963,-4.686,1,0.0558,127.978,4,https://api.spotify.com/v1/tracks/5hxIWOdB3YAwuRMcdYUXNB,audio_features,spotify:track:5hxIWOdB3YAwuRMcdYUXNB,0.499,2018-09-09T22:02:39Z,Ocean (feat. Khalid) - DubVision Remix,"Martin Garrix,Khalid,DubVision",,61
453,0.0913,https://api.spotify.com/v1/audio-analysis/2Ceq5Ty6rJqazoZIWyS0Vc,0.609,195833,0.824,2Ceq5Ty6rJqazoZIWyS0Vc,2.88e-05,0,0.134,-8.251,0,0.0795,127.072,4,https://api.spotify.com/v1/tracks/2Ceq5Ty6rJqazoZIWyS0Vc,audio_features,spotify:track:2Ceq5Ty6rJqazoZIWyS0Vc,0.36,2018-09-09T22:00:13Z,Ocean (feat. Khalid) - David Guetta Remix,"Martin Garrix,David Guetta,Khalid",,58
454,0.061,https://api.spotify.com/v1/audio-analysis/4Km5HrUvYTaSUfiSGPJeQR,0.927,343150,0.665,4Km5HrUvYTaSUfiSGPJeQR,0.0,11,0.123,-5.313,1,0.244,127.076,4,https://api.spotify.com/v1/tracks/4Km5HrUvYTaSUfiSGPJeQR,audio_features,spotify:track:4Km5HrUvYTaSUfiSGPJeQR,0.175,2018-09-08T20:23:32Z,Bad and Boujee (feat. Lil Uzi Vert),"Migos,Lil Uzi Vert",,73
